D106R24,normal,57558551,3R:0-3000000,50,23586.33,1.0,0.006,0.9783314175723473,-
D106R25,tumour,23235885,3R:0-3000000,50,8436.18,0.68,-0.559,1.17208841307499e-06,***
D106R26,normal,95385548,3R:0-3000000,50,13245.35,0.68,-0.559,1.17208841307499e-06,***
D106R27,tumour,32150096,3R:0-3000000,50,13677.0,0.97,-0.048,0.380822855785538,-
D106R28,normal,75638958,3R:0-3000000,50,14210.37,0.97,-0.048,0.380822855785538,-
D106R29,tumour,35132915,3R:0-3000000,50,16077.0,1.11,0.153,0.04493959585922758,-
D106R30,normal,47430898,3R:0-3000000,50,14440.27,1.11,0.153,0.04493959585922758,-
D106R31,tumour,60558825,3R:0-3000000,50,22233.51,0.68,-0.549,1.7765559053857366e-10,***
D106R32,normal,65604738,3R:0-3000000,50,32596.22,0.68,-0.549,1.7765559053857366e-10,***
D106R33,tumour,39222228,3R:0-3000000,50,12239.84,0.68,-0.552,5.719646899375415e-11,***
D106R34,normal,73740759,3R:0-3000000,50,18029.41,0.68,-0.552,5.719646899375415e-11,***
D050R01,tumour,40741291,3R:0-3000000,50,18151.2,1.14,0.193,0.006896517084807961,*
D050R02,normal,67837560,3R:0-3000000,50,16030.27,1.14,0.193,0.006896517084807961,*
D050R03,tumour,6867180,3R:0-3000000,50,2437.39,1.08,0.112,0.23459849409018343,-
D050R04,normal,42159011,3R:0-3000000,50,2289.57,1.08,0.112,0.23459849409018343,-
D050R05,tumour,46770412,3R:0-3000000,50,18684.73,1.07,0.095,0.10002319398257681,-
D050R06,normal,78358728,3R:0-3000000,50,17489.84,1.07,0.095,0.10002319398257681,-
D050R07-1,tumour,43412503,3R:0-3000000,50,16034.49,1.26,0.336,3.0385831863291133e-05,***
D050R08-1,normal,53766464,3R:0-3000000,50,12771.65,1.26,0.336,3.0385831863291133e-05,***
D050R07-2,tumour,43412503,3R:0-3000000,50,16956.76,0.99,-0.014,0.8843456439476785,-
D050R08-2,normal,60209945,3R:0-3000000,50,17072.39,0.99,-0.014,0.8843456439476785,-
D265R01,tumour,4917072,3R:0-3000000,50,1469.65,0.88,-0.187,0.012002157949636029,-
D265R02,normal,23007302,3R:0-3000000,50,1692.04,0.88,-0.187,0.012002157949636029,-
D265R03,tumour,17008010,3R:0-3000000,50,5038.57,0.97,-0.046,0.297644836582136,-
D265R04,normal,36435286,3R:0-3000000,50,5271.24,0.97,-0.046,0.297644836582136,-
D265R05,tumour,29772988,3R:0-3000000,50,8442.06,0.88,-0.181,0.003594055935758587,*
D265R06,normal,31659595,3R:0-3000000,50,9559.9,0.88,-0.181,0.003594055935758587,*
D265R07,tumour,21420138,3R:0-3000000,50,10008.31,1.14,0.188,0.008123978456455069,*
D265R08,normal,31304127,3R:0-3000000,50,8807.06,1.14,0.188,0.008123978456455069,*
D265R09,tumour,189923465,3R:0-3000000,50,95545.0,1.12,0.161,0.3457321882080202,-
D265R10,normal,57191593,3R:0-3000000,50,88664.47,1.12,0.161,0.3457321882080202,-
D265R11,tumour,62321007,3R:0-3000000,50,23983.92,1.01,0.017,0.8025233572875206,-
D265R12,normal,36950851,3R:0-3000000,50,23706.33,1.01,0.017,0.8025233572875206,-
D265R13,tumour,22848400,3R:0-3000000,50,11162.31,1.09,0.122,0.08060604265685224,-
D265R14,normal,14656054,3R:0-3000000,50,10312.88,1.09,0.122,0.08060604265685224,-
